,id,FIREDATE,LASTUPDATE,COUNTRY,PROVINCE,COMMUNE,AREA_HA,BROADLEA,CONIFER,MIXED,SCLEROPH,TRANSIT,OTHERNATLC,AGRIAREAS,ARTIFSURF,OTHERLC,PERCNA2K,CLASS,geometry,date,bbox,west,south,east,north,start_date_before,end_date_before,start_date_after,end_date_after
46185,224248,2024-01-21 12:25:00,2024-01-23 07:49:34.569114,HR,Dubrova?ko-neretvanska ?upanija,Kula Norinska,16,0,0,0,0,0,99.99999999933334,0,0,0,100.00000000000004,FireSeason,"POLYGON ((17.59646464215267 43.00200806495839, 17.59654436671599 43.001619567348676, 17.596661879443456 43.000576484584585, 17.59662309677227 43.00020367833639, 17.596355020091963 42.999799395730875, 17.596277250259018 42.99962760399043, 17.59624339478584 42.99936493094912, 17.596124072562883 42.999230401039796, 17.595694679262458 42.99897078032444, 17.595427101559313 42.99890881296709, 17.594817661129774 42.99892785344989, 17.594455120851503 42.99906425089186, 17.59365704383636 42.999574751766474, 17.59331367463152 42.99985999378728, 17.592778673106324 43.00045690520071, 17.592616277989958 43.00085157698022, 17.592520809680558 43.00178692206848, 17.592463316829523 43.00227621828968, 17.59233557693127 43.00324049376193, 17.592327486067184 43.003753421470996, 17.5924238192119 43.00478051230072, 17.592595571105953 43.00503408568152, 17.59316603589169 43.00499145486714, 17.593447705543387 43.0048747708548, 17.5939707778571 43.004464393444614, 17.594304113346805 43.00417307057129, 17.595075160180265 43.00345242770466, 17.595349434013027 43.00320650156845, 17.595643224837445 43.0029723756116, 17.595804626082675 43.00285784418874, 17.596137451824447 43.002647318593965, 17.59627263589257 43.00247326735039, 17.59646464215267 43.00200806495839))",2024-01-21 12:25:00.000,"(17.592327486067184, 42.99890881296709, 17.596661879443456, 43.00503408568152)",17.592327486067184,42.99890881296709,17.596661879443456,43.00503408568152,2024-01-11 12:25:00.000,2024-01-20 12:25:00.000,2024-01-23 12:25:00.000,2024-01-31 12:25:00.000
46364,224475,2024-01-27 12:25:00,2024-01-31 10:55:52.350328,HR,Li?ko-senjska ?upanija,Brinje,1,99.99999998999999,0,0,0,0,0,0,0,0,0,FireSeason,"POLYGON ((15.17102049079724 45.0372867959791, 15.171092540710147 45.03734525202749, 15.171158814035564 45.03738933600603, 15.171219310706375 45.03741904792764, 15.171274030665058 45.03743438780374, 15.171362627842285 45.03741829137163, 15.171485102061991 45.03737075854605, 15.171641453037093 45.03729178920801, 15.171831680369612 45.03718138320466, 15.171973730244606 45.037085079527095, 15.172067603011753 45.03700287837055, 15.172113298949476 45.03693477986411, 15.172110818264885 45.036880784070746, 15.172083816939187 45.0368223608528, 15.172032295057072 45.03675951018998, 15.171956252715256 45.036692232044615, 15.171855690022513 45.03662052636172, 15.171785287477656 45.03655590123932, 15.171745044946421 45.03649835674037, 15.171734962318213 45.03644789290154, 15.171755039506014 45.03640450973311, 15.1717614757553 45.03636112310947, 15.171754271097905 45.036317733032845, 15.1717334255657 45.036274339500096, 15.171698939190694 45.036230942502776, 15.171619815785636 45.036198767488, 15.171496055380722 45.03617781435514, 15.171327657953707 45.03616808294682, 15.171114623429842 45.03616957304894, 15.17095236639752 45.03619178353198, 15.170840886733657 45.036234714631966, 15.170780184431056 45.03629836650908, 15.17077025959843 45.03638273924777, 15.17074731915888 45.03644994013422, 15.170711363083088 45.03649996916255, 15.170662391366834 45.03653282632117, 15.17060040403094 45.036548511592834, 15.170551840234534 45.036572103389545, 15.170516699974257 45.036603601729645, 15.17049498325843 45.036643006626015, 15.170486690107072 45.03669031808617, 15.170499029702624 45.03673435688299, 15.170532002091468 45.036775123008994, 15.170585607313022 45.036812616444635, 15.170659845399674 45.03684683715819, 15.170718944149533 45.036885412499366, 15.170762903545112 45.03692834249359, 15.17079172356196 45.03697562715975, 15.1708054041687 45.03702726651022, 15.17083512113214 45.03708420308596, 15.170880874511045 45.037146436872156, 15.170942664373575 45.037213967846476, 15.17102049079724 45.0372867959791))",2024-01-27 12:25:00.000,"(15.170486690107072, 45.03616808294682, 15.172113298949476, 45.03743438780374)",15.170486690107072,45.03616808294682,15.172113298949476,45.03743438780374,2024-01-17 12:25:00.000,2024-01-26 12:25:00.000,2024-01-29 12:25:00.000,2024-02-06 12:25:00.000
46807,224563,2024-01-30 19:42:00,2024-02-06 11:44:48.72067,HR,Dubrova?ko-neretvanska ?upanija,Kula Norinska,80,0,0,0,0,0,99.999999999875,0,0,0,100,FireSeason,"POLYGON ((17.603988180988406 43.02028149702938, 17.60467639640528 43.01986571641284, 17.605015285382116 43.019483358494945, 17.605004855120125 43.01913442668844, 17.60464511173734 43.01881892081923, 17.603936060268822 43.01853683712648, 17.603540511084205 43.018269542375116, 17.603458459518997 43.01801704030762, 17.603689901458495 43.017779331756934, 17.604234833337728 43.017556414646606, 17.604654498588474 43.017359261339536, 17.604948898948113 43.017187873372656, 17.605118035841922 43.017042251823014, 17.605161910383046 43.016922397307845, 17.605169985979703 43.01677425774304, 17.605142262907627 43.01659783312228, 17.605078741549843 43.01639312339775, 17.604979422396678 43.016160128480095, 17.605085133772626 43.01590632508035, 17.60539587296663 43.01563171258811, 17.605911636870154 43.015336289157545, 17.606632421977086 43.01502005170741, 17.607204139175366 43.01481332532985, 17.607626793036935 43.01471611252521, 17.607900386548017 43.0147284151327, 17.60802492110916 43.01485023433057, 17.608151450352963 43.0148917611227, 17.60827997375372 43.01485299551827, 17.60841049079792 43.01473393750995, 17.6085430009843 43.0145345870739, 17.60863271111927 43.01432933392977, 17.608679621623914 43.014118178181235, 17.608683732946545 43.01390111987737, 17.608645045562753 43.01367815901268, 17.608589681263858 43.01346008969018, 17.608517640216668 43.01324691188269, 17.60842892257997 43.013038625554884, 17.608323528504627 43.01283523066327, 17.60817358720376 43.01263152821427, 17.607979099145627 43.01242751800323, 17.607740064801398 43.0122231997669, 17.607456484645297 43.01201857318344, 17.607198328004454 43.01181932831038, 17.606965594541496 43.01162546534942, 17.60675828393353 43.01143698448287, 17.6065763958722 43.011253885873636, 17.60643929554283 43.01103464849802, 17.60634698272875 43.01077927252074, 17.606299457056434 43.01048775804647, 17.606296717995576 43.01016010511989, 17.60624417558554 43.00988718040587, 17.606141830306107 43.009668983857175, 17.605989682375657 43.00950551534998, 17.605787731751334 43.009396774683765, 17.605628096438537 43.00936683078888, 17.605510775719157 43.00941568388183, 17.605435769242188 43.009543334105, 17.60540307702369 43.0097497815265, 17.605328287591586 43.009955736927004, 17.60521140050998 43.01016120022066, 17.605052415346545 43.01036617126926, 17.604851331672393 43.010570649882254, 17.604603604481383 43.01075858306782, 17.60430923353223 43.01092997049656, 17.603968218664875 43.01108481177284, 17.603580559800537 43.01122310643488, 17.603197107601734 43.011317370507626, 17.60281786292542 43.011367604035684, 17.60244282661831 43.01137380705846, 17.60207199951693 43.01133597961007, 17.60166980190845 43.01130414052726, 17.60123623373059 43.011278289439076, 17.600771294902845 43.01125842594577, 17.6002749853267 43.01124454961869, 17.59988701788277 43.01120799637569, 17.599607392786687 43.01114876745191, 17.599436110016427 43.01106686373843, 17.599373169312294 43.01096228578233, 17.59945285549749 43.01083246963213, 17.599675167554267 43.01067741496014, 17.6000401041187 43.01049712084207, 17.600547663480658 43.010291585757095, 17.60099037352321 43.01012004174764, 17.601368235525438 43.009982489655634, 17.60168125055125 43.00987893019934, 17.60192941944931 43.00980936397341, 17.6022378791955 43.00972800060011, 17.60260662937542 43.009634839534634, 17.60303566950602 43.00952988012561, 17.603524999035617 43.009413121615125, 17.603978292021814 43.009304521730414, 17.604395548833818 43.009204080950006, 17.604776769812375 43.00911179971444, 17.605121955269695 43.009027678426115, 17.605348663102014 43.00894513819745, 17.60545689380163 43.008864179813806, 17.60544664785296 43.00878480364637, 17.605317925732614 43.00870700965216, 17.60502570938583 43.00866513121912, 17.60456999865892 43.00865916694334, 17.603950792829515 43.00868911463763, 17.6031680906066 43.008754971331506, 17.602480659623545 43.0088118722319, 17.601888500413185 43.00885981926475, 17.601391613429318 43.00889881408914, 17.600989999046813 43.0089288580973, 17.60057497637113 43.00895079634085, 17.600146545561604 43.00896462865348, 17.59970470678903 43.00897035486329, 17.59924946023569 43.00896797479264, 17.598827078331112 43.009028706090966, 17.598437559830256 43.009152549177834, 17.598080903716937 43.00933950442731, 17.597757109203705 43.00958957216804, 17.597447210456195 43.009774850063366, 17.597151208567087 43.00989533825346, 17.596869104556376 43.00995103686336, 17.596600899371378 43.00994194600304, 17.59633035494519 43.00995306489069, 17.596057471000613 43.00998439351142, 17.595782247257496 43.01003593184916, 17.595504683432676 43.01010767988671, 17.59528646774946 43.01019866933951, 17.595127600266206 43.01030890058445, 17.595028081161548 43.01043837389165, 17.594987910734435 43.010587089424554, 17.594898419295824 43.01071763442774, 17.594759606594675 43.010830008780836, 17.594571472474193 43.01092421228939, 17.594334016871944 43.011000244684794, 17.59414459526087 43.01110365059451, 17.59400320763513 43.01123443028006, 17.593909854127475 43.0113925839308, 17.593864535009125 43.01157811166396, 17.593924987852926 43.01175937753149, 17.594091213620054 43.011936381331594, 17.59436321323494 43.01210912253275, 17.594740987585233 43.012277600273826, 17.5950413396523 43.0124208995957, 17.59526426845536 43.012539021209136, 17.595409773218957 43.01263196564313, 17.595477853372923 43.01269973324497, 17.595448081427786 43.012794850534036, 17.595320456883872 43.01291731742561, 17.59509497898089 43.01306713355466, 17.594771646697886 43.01324429827565, 17.594546398821873 43.01339591721255, 17.594419236364544 43.01352199101129, 17.59439016009389 43.01362252003605, 17.594459170534233 43.01369750436923, 17.594557105046583 43.013766684144265, 17.594683963704092 43.01383005927745, 17.594839746563675 43.01388762966047, 17.595024453666056 43.01393939516059, 17.5951809349163 43.01400237707814, 17.595309190312857 43.01407657554171, 17.59540921982328 43.014161990656554, 17.59548102338415 43.01425862250462, 17.595558067458953 43.01437671949501, 17.595640352174478 43.0145162816075, 17.595727877670996 43.01467730881959, 17.595820644102243 43.01485980110671, 17.59591958208432 43.01507097452247, 17.596024691854478 43.01531082902997, 17.59613597367165 43.01557936458871, 17.596253427816354 43.01587658115469, 17.596410548434307 43.01613622566755, 17.596607335710463 43.01635829796498, 17.596843789686076 43.01654279783691, 17.597119910258556 43.01668972502559, 17.597388917313573 43.01683900476016, 17.597650810829386 43.01699063709655, 17.597905590782617 43.01714462208922, 17.598153257148297 43.01730095979114, 17.59834973552446 43.01742469615908, 17.59849502523903 43.01751583151053, 17.59858912579596 43.0175743660802, 17.59863203687538 43.01760030002003, 17.598629576128058 43.01763873361206, 17.598581743466188 43.017689666853194, 17.59848853874671 43.017753099679965, 17.59834996177137 43.01782903196874, 17.598272027962278 43.017915001054355, 17.598254737544323 43.018011007070626, 17.59829809080751 43.01811705004153, 17.598402088106962 43.01823312988122, 17.59855017256869 43.01834591315289, 17.598742344423723 43.01845539966122, 17.598978603889975 43.01856158915365, 17.59925895117221 43.01866448132046, 17.599548165586885 43.01875942403138, 17.599846247058792 43.0188464172138, 17.600153195505904 43.01892546079276, 17.600469010839372 43.01899655469089, 17.600754858585713 43.01904621067821, 17.601010738347004 43.019074429016435, 17.601236649793275 43.01908120993854, 17.601432592662498 43.0190665536488, 17.601496870470672 43.019008924700984, 17.601429483466845 43.01890832333475, 17.601230432496113 43.01876474926414, 17.600899718999642 43.01857820167772, 17.600601667863415 43.01837646034576, 17.60033627898864 43.01815952554941, 17.600103552228028 43.01792739753844, 17.599903487385845 43.01768007653144, 17.59971835239544 43.01743346007499, 17.59954814706044 43.01718754825414, 17.599392871185707 43.01694234114737, 17.59925252457735 43.01669783882657, 17.5991293347654 43.01641380371057, 17.599023301797533 43.01609023583276, 17.598934425659774 43.01572713521489, 17.5988627062764 43.01532450186715, 17.598817905356572 43.0149963548458, 17.59880002217408 43.01474269425922, 17.598809056231225 43.01456352017691, 17.598845007258802 43.0144588326294, 17.59900700274339 43.01443032590575, 17.599295043135424 43.01447799940174, 17.59970912989777 43.014601852013875, 17.600249265505813 43.014801882139274, 17.600704727960874 43.01503556415413, 17.601075517040798 43.01530289918035, 17.60136163224501 43.01560388812973, 17.601563072794516 43.01593853170407, 17.60171006647279 43.01621531970149, 17.601802612006782 43.01643425241836, 17.60184070846017 43.01659533004988, 17.601824355233408 43.01669855269007, 17.601804500404352 43.01681296575318, 17.6017811439471 43.01693856923431, 17.601754285832374 43.01707536312799, 17.601723926027425 43.01722334742813, 17.60170243174582 43.01736338285497, 17.601689803054143 43.017495469415934, 17.60168604001216 43.01761960711599, 17.601691142672884 43.01773579595778, 17.601710940781434 43.01785088551602, 17.60174543442221 43.0179648757811, 17.601794623678128 43.01807776673707, 17.60185850863062 43.01818955836166, 17.601928903390057 43.01839011227847, 17.60200580841862 43.01867942842203, 17.602089224271964 43.019057506704364, 17.6021791515992 43.01952434701501, 17.602286709634207 43.01991701175688, 17.60241189819642 43.020235500949966, 17.602554716997094 43.020479814593, 17.602715165639278 43.02064995266341, 17.60300756082694 43.020673613248356, 17.603431900560697 43.02055079524936, 17.603988180988406 43.02028149702938))",2024-01-30 19:42:00.000,"(17.593864535009125, 43.00865916694334, 17.608683732946545, 43.020673613248356)",17.593864535009125,43.00865916694334,17.608683732946545,43.020673613248356,2024-01-20 19:42:00.000,2024-01-29 19:42:00.000,2024-02-01 19:42:00.000,2024-02-09 19:42:00.000
46808,224850,2024-02-02 12:29:00,2024-02-06 11:48:15.719027,HR,Dubrova?ko-neretvanska ?upanija,Metkovi?,39,0,0,0,0,0,99.99999999973683,0,0,0,99.99999999999999,FireSeason,"POLYGON ((17.606451101064916 43.05590348435223, 17.607369097139625 43.05649486444665, 17.60805725828713 43.05681054187377, 17.60851557067509 43.056850521733125, 17.608744027286342 43.05661480726917, 17.608944642352604 43.056428823371405, 17.609117416598338 43.05629257021636, 17.60926235061891 43.056206047953566, 17.609379444880517 43.05616925670547, 17.609399486001358 43.05589728580858, 17.60932247536387 43.05539013513852, 17.60914841692099 43.05464780411443, 17.608877317195756 43.053670291698936, 17.608624715301 43.05280630943562, 17.60839060853125 43.052055857750084, 17.608174994451772 43.051418937021424, 17.60797787089844 43.05089554758213, 17.607729207172998 43.05044468346011, 17.607429003405315 43.050066344357155, 17.60707725937105 43.04976052988903, 17.60667397449152 43.04952723958558, 17.606280112952838 43.04935210191183, 17.605895673460115 43.049235117023, 17.605520654789093 43.04917628506214, 17.60515505578623 43.04917560616006, 17.604849704638436 43.04915500386209, 17.604604601578828 43.04911447870618, 17.60441974672319 43.04905403112415, 17.60429514007011 43.0489736614415, 17.604086138349622 43.04888839270915, 17.60379274199505 43.04879822439896, 17.603414951487455 43.04870315577189, 17.602952767355667 43.048603185878, 17.602465964565276 43.04860735730777, 17.60195454054806 43.04871566974678, 17.601418492523717 43.048928122838774, 17.60085781749985 43.049244716185825, 17.60040658853547 43.04953911018742, 17.600064807707405 43.049811306284255, 17.599832476857426 43.05006130556609, 17.59970959759231 43.05028910877182, 17.59973476432156 43.05055769711275, 17.599907979168034 43.050867070418406, 17.60022924489261 43.05121722785756, 17.60069856489431 43.05160816793831, 17.60114600002038 43.051918059849065, 17.601571547966024 43.05214690397766, 17.601975206636034 43.05229470067803, 17.60235697414468 43.05236145027033, 17.602684049919063 43.05249114691526, 17.6029564346664 43.05268379110891, 17.603174128764145 43.0529393832545, 17.60333713225992 43.053257923662144, 17.60374632055323 43.053713608188154, 17.604401702548014 43.05430643356547, 17.605303290709564 43.05503639463636, 17.606451101064916 43.05590348435223))",2024-02-02 12:29:00.000,"(17.59970959759231, 43.048603185878, 17.609399486001358, 43.056850521733125)",17.59970959759231,43.048603185878,17.609399486001358,43.056850521733125,2024-01-23 12:29:00.000,2024-02-01 12:29:00.000,2024-02-04 12:29:00.000,2024-02-12 12:29:00.000
47200,224626,2024-01-28 12:08:00,2024-02-19 07:24:20.493919,HR,Splitsko-dalmatinska ?upanija,Hrvace,2539,5.478912100906366,0,0,0,2.719747733543448,88.17500985415498,3.626330311391264,0,0,100,FireSeason,"POLYGON ((16.542518683179747 43.85690679864353, 16.53833020662968 43.85798432591774, 16.535054816834606 43.85980077021494, 16.532064109516583 43.86412655629991, 16.526295964688803 43.86908788213307, 16.525870622919626 43.87371029132242, 16.528433478067985 43.876764616663976, 16.53492785972912 43.87819078863787, 16.54496127940605 43.87732368210376, 16.550596148351083 43.87397822048503, 16.55557576322955 43.87044436014198, 16.559054703953525 43.86484350939065, 16.56079156140742 43.86447457260601, 16.56302160608858 43.864371157311055, 16.568644555622186 43.86461417500165, 16.57100927087135 43.86452136504013, 16.574566901556935 43.86391814298868, 16.576666628913898 43.863842126164116, 16.581260959517937 43.86415017157145, 16.583183849719397 43.864627761894354, 16.586054923501028 43.86617396726994, 16.587207327775992 43.866681408328674, 16.588810209569058 43.86710530506773, 16.590417681917437 43.86692491118508, 16.595055450228937 43.8658005471669, 16.59668278231678 43.86532818747032, 16.598362975933295 43.86461879780536, 16.599233902262302 43.86442186092373, 16.600934975577232 43.864366671611705, 16.601835791686103 43.86454137514469, 16.603632035685692 43.865274822530914, 16.604567213747224 43.86539467365622, 16.606401621249326 43.86512653053979, 16.60752103454665 43.864880321969004, 16.610032558372257 43.864192578692354, 16.611233607809147 43.863727981115794, 16.613384967508527 43.862612002690184, 16.614059172322634 43.861837589251905, 16.61452534805531 43.85994704674128, 16.6146555251646 43.859454349968686, 16.614694759158017 43.859432072560644, 16.61567394402851 43.85880222516102, 16.619436059467617 43.85637912588179, 16.621864102568473 43.8552155166375, 16.627528448890374 43.85312096610312, 16.63026973172993 43.852130703856616, 16.63524807948915 43.85038075119655, 16.638278249923303 43.84935225965011, 16.645063956133587 43.84710911608036, 16.64744686795777 43.845792772475434, 16.64991264097025 43.842925645844744, 16.650401801970695 43.841847831253126, 16.649835288716375 43.840530537415084, 16.64950160034371 43.83995150530968, 16.648772615404166 43.83902079131663, 16.648207271408175 43.838514846896516, 16.64674141003912 43.83748129585714, 16.646361311668237 43.83673088611283, 16.64635146612714 43.83485109400418, 16.64661785575177 43.83392330091197, 16.647661879968638 43.83220106692314, 16.64780488870436 43.83159122661201, 16.647316118685076 43.83094585114276, 16.646662715713045 43.83060058324682, 16.64461476953141 43.82990548235969, 16.643290712724575 43.82975850077546, 16.640198164077454 43.829882935208865, 16.63894481335952 43.829886327212236, 16.637171423909976 43.82977510080007, 16.636392354417783 43.82949600060086, 16.63514114386404 43.82852367042881, 16.633825901698433 43.828221009471264, 16.629970869654798 43.82801822229604, 16.628446143942814 43.8279808554771, 16.626381631464522 43.82803863653129, 16.62472230746632 43.827990510313825, 16.62034476663196 43.82774579485547, 16.61870088534676 43.827599709855484, 16.616696287449994 43.827277364446665, 16.6157210306087 43.82737883251238, 16.613939295596342 43.82809511826688, 16.613193535538688 43.82856927981956, 16.6120799676542 43.82969386800591, 16.61152834247352 43.83000054940517, 16.610500331450904 43.830066608062296, 16.60985821054832 43.83004974397791, 16.608393287436133 43.82991820625543, 16.607276751803912 43.82995117178641, 16.60440687001745 43.83021065635563, 16.60288205607282 43.83087035842215, 16.599831939709116 43.8331720627716, 16.59810168816632 43.83436794296251, 16.59443432400688 43.836709042611226, 16.592759030634046 43.83792066987811, 16.589922354949728 43.84028356734965, 16.587801105571046 43.8413299295452, 16.582402289451863 43.84302925253759, 16.579621177726967 43.84343958918995, 16.57422294653674 43.84333333661727, 16.570554404654093 43.84391635209177, 16.561709603926303 43.84628577988597, 16.55846637475567 43.847325539530424, 16.554720124180374 43.84899321516959, 16.552377271058507 43.849975417699916, 16.54702762849633 43.852120910418385, 16.54510595208698 43.85328923285302, 16.542995106190197 43.8556797254393, 16.542518683179747 43.85690679864353))",2024-01-28 12:08:00.000,"(16.525870622919626, 43.827277364446665, 16.650401801970695, 43.87819078863787)",16.525870622919626,43.827277364446665,16.650401801970695,43.87819078863787,2024-01-18 12:08:00.000,2024-01-27 12:08:00.000,2024-01-30 12:08:00.000,2024-02-07 12:08:00.000
47304,225627,2024-02-20 00:00:00,2024-02-21 16:54:45.637226,HR,Li?ko-senjska ?upanija,Senj,44,15.909090909054752,0,0,0,74.99999999982954,0,9.09090909088843,0,0,0,FireSeason,"POLYGON ((15.089740191282749 44.922572916888, 15.089679821749712 44.921773198067136, 15.088921357946711 44.91931713164645, 15.088699462928467 44.9186679608789, 15.08859640632118 44.91860372372447, 15.088360739150488 44.91849032617071, 15.087548859495117 44.918114309976865, 15.086852863039647 44.91803220762867, 15.084962629739346 44.91808945617106, 15.084346060113218 44.918467233255974, 15.083842539899711 44.91987666788647, 15.083581865214807 44.92045118874754, 15.083073360029845 44.9212722473605, 15.082642213718763 44.921899636890195, 15.081476825188624 44.92351431871484, 15.08132794878379 44.92421717720791, 15.081915402604025 44.92533124626851, 15.082570637423945 44.92578993360178, 15.084527050911925 44.92645662994941, 15.085325296927842 44.92656053778348, 15.08646791960829 44.92629726398451, 15.086785542294265 44.926210479195746, 15.08687604941639 44.926136831574674, 15.086959260596618 44.92608819511859, 15.087191808202395 44.92597301857645, 15.08739077066673 44.92582065306734, 15.087930660551347 44.92534429145557, 15.08813480202371 44.92511140725149, 15.088387464684464 44.92468363154371, 15.088450925626615 44.92455568872769, 15.088444643060374 44.92448674570628, 15.088551489437817 44.924285346273045, 15.088972580932895 44.92357238438889, 15.089216050178022 44.92322164595034, 15.089740191282749 44.922572916888))",2024-02-20 00:00:00.000,"(15.08132794878379, 44.91803220762867, 15.089740191282749, 44.92656053778348)",15.08132794878379,44.91803220762867,15.089740191282749,44.92656053778348,2024-02-10 00:00:00.000,2024-02-19 00:00:00.000,2024-02-22 00:00:00.000,2024-03-01 00:00:00.000
47306,225628,2024-02-20 00:00:00,2024-02-21 16:54:55.153322,HR,Li?ko-senjska ?upanija,Senj,16,6.666666666622222,0,0,0,93.3333333327111,0,0,0,0,0,FireSeason,"POLYGON ((15.080266090143855 44.89577653613918, 15.080304870196667 44.89523954351789, 15.079306188729472 44.894941794630135, 15.078876152845842 44.89489132739046, 15.078205274912992 44.894993148044826, 15.077822295353123 44.89504741374121, 15.077006311028494 44.89515627037972, 15.076260870139365 44.895352980300004, 15.074182761920808 44.89600779913151, 15.073406373089982 44.89627733651188, 15.07247028763476 44.89666897752196, 15.072214731788947 44.89688649318733, 15.072158666858735 44.897339329912406, 15.072440451035778 44.8975486272385, 15.073590511551734 44.897908348611516, 15.074009719052167 44.89797720027187, 15.074487159529598 44.897884792076624, 15.074778110914231 44.89778149344676, 15.075430242946712 44.897472858711616, 15.07569949873055 44.897406283770806, 15.076092717558819 44.89745645270925, 15.076259161104103 44.89763566335882, 15.076512138342965 44.898281253742695, 15.076765799215252 44.89845623109747, 15.077497619681678 44.89848996194158, 15.077879009240384 44.898417938757326, 15.078627871887466 44.89810458835281, 15.079116800022241 44.89756357931544, 15.080266090143855 44.89577653613918))",2024-02-20 00:00:00.000,"(15.072158666858735, 44.89489132739046, 15.080304870196667, 44.89848996194158)",15.072158666858735,44.89489132739046,15.080304870196667,44.89848996194158,2024-02-10 00:00:00.000,2024-02-19 00:00:00.000,2024-02-22 00:00:00.000,2024-03-01 00:00:00.000
47378,225634,2024-02-16 18:01:45.211,2024-02-21 17:02:14.043104,HR,Karlova?ka ?upanija,Slunj,106,0,0,0,0,86.7924528301068,0,13.207547169798861,0,0,0,FireSeason,"POLYGON ((15.534918203909639 45.27676537428612, 15.535350950221321 45.27503846899726, 15.535086869748698 45.26839571832806, 15.535003129684265 45.26667507514997, 15.534942031059462 45.2666377013751, 15.534940056893888 45.26647052756537, 15.534993490577083 45.26585887346234, 15.534781723730374 45.26551455359519, 15.533906151764706 45.264789431662905, 15.533337662290116 45.26427569265056, 15.532006182314563 45.26300629169151, 15.531123017680628 45.26229999786525, 15.529025773294189 45.26082730064779, 15.528207573662423 45.26032666554348, 15.527128217968341 45.259855741355004, 15.526549046265137 45.25967708513318, 15.525379847266548 45.25945440173653, 15.524314472334382 45.25958356016641, 15.52134745632258 45.26030763806759, 15.520751973788617 45.260704820093096, 15.521407176522139 45.261522792381626, 15.522120535534183 45.26186170699281, 15.524234856166307 45.26235949674123, 15.525175040145813 45.262602837521634, 15.526710836960879 45.263049795299054, 15.52730343913572 45.263510025908836, 15.528068341709913 45.26484985563638, 15.52813389535896 45.26550506281951, 15.527623457673025 45.266708981095235, 15.527195330868645 45.26774559751523, 15.526043574022161 45.270566181504385, 15.526228243824372 45.27182150394215, 15.528097112626773 45.27387451171922, 15.529240581765777 45.27481806240833, 15.531811069836875 45.2764282334304, 15.532973976556578 45.27682707655057, 15.534918203909639 45.27676537428612))",2024-02-16 18:01:45.211,"(15.520751973788617, 45.25945440173653, 15.535350950221321, 45.27682707655057)",15.520751973788617,45.25945440173653,15.535350950221321,45.27682707655057,2024-02-06 18:01:45.211,2024-02-15 18:01:45.211,2024-02-18 18:01:45.211,2024-02-26 18:01:45.211
47379,225635,2024-02-16 12:01:00,2024-02-21 17:02:50.479215,HR,Li?ko-senjska ?upanija,Gospi?,7,0,0,0,0,66.66666666555555,0,33.33333333277778,0,0,100,FireSeason,"POLYGON ((15.598100557843175 44.47891107356676, 15.596705758644314 44.47902393700252, 15.59621950038179 44.47910358921549, 15.595726474544355 44.47929997405609, 15.595590249348984 44.479530900175305, 15.595554402775905 44.480231053268376, 15.595408277889844 44.48053299176359, 15.594876810918484 44.48100506895273, 15.594628060577197 44.48119344385494, 15.59419379387888 44.48145270512878, 15.594214158337362 44.48159013822919, 15.594727492688657 44.481864440239505, 15.594948208372763 44.481940051002766, 15.59529176715934 44.48195929760858, 15.595703229023899 44.48194443651962, 15.596957108306874 44.48186748514594, 15.597439766231904 44.48181961897093, 15.598059735869626 44.4817107441358, 15.598304838472838 44.481588176497475, 15.598636442497982 44.481221202117304, 15.598643017184918 44.48104829337275, 15.598336943151002 44.480743975046764, 15.598100846462456 44.48064975712833, 15.59749030856047 44.48058828660776, 15.597346310279933 44.48050125850683, 15.597397794891817 44.48022485744132, 15.597438279088276 44.48005255287491, 15.597543967865901 44.479660006719044, 15.597670274597855 44.47953411687107, 15.598054953147338 44.479437913444094, 15.598247344387797 44.47939838607443, 15.598609596891325 44.47934113040178, 15.59866158022356 44.479250837490895, 15.598501146912316 44.478957544798924, 15.598100557843175 44.47891107356676))",2024-02-16 12:01:00.000,"(15.59419379387888, 44.47891107356676, 15.59866158022356, 44.48195929760858)",15.59419379387888,44.47891107356676,15.59866158022356,44.48195929760858,2024-02-06 12:01:00.000,2024-02-15 12:01:00.000,2024-02-18 12:01:00.000,2024-02-26 12:01:00.000
